ExptStartTime, ExptEndTime
131351217,132550768
Time Start, Time Answer, Trial#, Trial Type, User Type1 Response, User Type2 Response, Species, Speed, Count, Fog, Zoom 

131530778, 131534357, 0, 0, 2,-1,RoundGoby,7,8,7,1
131543270, 131547245, 1, 0, 3,-1,YellowPerch,3,12,7,2
131554941, 131602437, 2, 1, 1,1,EurasianRuffe,7,10,3,2
131613645, 131621476, 3, 0, 1,-1,EurasianRuffe,3,12,3,1
131631309, 131633820, 4, 0, 2,-1,YellowPerch,3,8,3,1
131640957, 131644988, 5, 0, 3,-1,RoundGoby,7,12,3,1
131651396, 131653877, 6, 0, 2,-1,YellowPerch,7,8,7,2
131700133, 131706212, 7, 1, 1,1,EurasianRuffe,3,12,3,1
131717604, 131719589, 8, 1, 2,1,YellowPerch,3,12,7,2
131730468, 131734366, 9, 1, 3,2,RoundGoby,7,12,3,1
131744893, 131750052, 10, 0, 1,-1,EurasianRuffe,7,10,3,2
131756388, 131758461, 11, 0, 2,-1,RoundGoby,7,12,3,2
131804932, 131807540, 12, 0, 2,-1,YellowPerch,7,12,7,1
131813637, 131817884, 13, 0, 1,-1,RoundGoby,3,10,3,1
131826220, 131829948, 14, 1, 1,0,RoundGoby,7,8,7,1
131839085, 131842380, 15, 0, 3,-1,EurasianRuffe,7,8,3,1
131849133, 131851420, 16, 0, 3,-1,EurasianRuffe,3,10,3,2
131859076, 131901188, 17, 1, 2,2,RoundGoby,7,10,7,2
131910173, 131913932, 18, 0, 1,-1,EurasianRuffe,7,8,7,1
131921141, 131922988, 19, 1, 2,0,YellowPerch,7,8,3,1
131933132, 131934628, 20, 0, 2,-1,YellowPerch,3,8,3,2
131940613, 131945915, 21, 1, 3,1,EurasianRuffe,7,10,7,2
131956052, 132002027, 22, 0, 3,-1,EurasianRuffe,3,12,7,2
132008300, 132009708, 23, 0, 2,-1,RoundGoby,7,10,7,2
132029700, 132032620, 24, 1, 2,0,RoundGoby,3,8,7,1
132043524, 132045875, 25, 1, 2,0,YellowPerch,7,8,3,2
132055860, 132058891, 26, 1, 1,1,EurasianRuffe,3,12,7,1
132108797, 132111484, 27, 1, 3,0,RoundGoby,3,10,3,1
132119828, 132121428, 28, 0, 2,-1,YellowPerch,7,8,3,1
132127629, 132133003, 29, 1, 1,2,EurasianRuffe,3,12,7,2
132144244, 132146060, 30, 1, 2,0,YellowPerch,3,8,3,2
132155949, 132159324, 31, 1, 3,2,RoundGoby,7,12,3,2
132207508, 132210828, 32, 1, 2,0,YellowPerch,3,8,3,1
132219572, 132224603, 33, 0, 3,-1,RoundGoby,3,12,3,2
132231404, 132234660, 34, 1, 1,0,EurasianRuffe,7,8,3,1
132243452, 132246051, 35, 1, 1,1,EurasianRuffe,3,10,3,2
132255660, 132257876, 36, 1, 2,1,YellowPerch,3,10,7,1
132306572, 132308659, 37, 1, 2,0,YellowPerch,7,8,7,2
132317156, 132319245, 38, 0, 2,-1,YellowPerch,3,10,7,1
132325900, 132329444, 39, 0, 1,-1,EurasianRuffe,3,12,7,1
132335796, 132338028, 40, 1, 3,2,RoundGoby,3,12,7,2
132346268, 132348756, 41, 1, 3,1,RoundGoby,3,12,3,2
132356452, 132358491, 42, 1, 2,1,YellowPerch,7,12,7,1
132407660, 132409908, 43, 1, 1,0,EurasianRuffe,7,8,7,1
132418804, 132421060, 44, 0, 1,-1,EurasianRuffe,7,10,7,2
132427276, 132428971, 45, 0, 2,-1,YellowPerch,7,8,3,2
132435445, 132437724, 46, 0, 3,-1,RoundGoby,3,12,7,2
132444548, 132446892, 47, 0, 3,-1,RoundGoby,3,8,7,1
