ExptStartTime, ExptEndTime
103929407,105407650
Time Start, Time Answer, Trial#, Trial Type, User Type1 Response, User Type2 Response, Species, Speed, Count, Fog, Zoom 

104026825, 104032532, 0, 0, 3,-1,YellowPerch,7,10,3,1
104040044, 104048252, 1, 1, 2,1,YellowPerch,3,10,7,2
104100660, 104109963, 2, 0, 2,-1,YellowPerch,3,12,3,1
104118484, 104120876, 3, 0, 1,-1,EurasianRuffe,3,12,3,2
104128379, 104144395, 4, 1, 2,1,RoundGoby,3,10,3,1
104151100, 104157715, 5, 0, 3,-1,YellowPerch,3,10,7,1
104205340, 104210596, 6, 1, 2,2,YellowPerch,7,12,3,2
104227268, 104229435, 7, 1, 1,2,EurasianRuffe,3,12,3,2
104242068, 104244060, 8, 1, 1,2,EurasianRuffe,7,12,3,2
104302388, 104305124, 9, 1, 1,0,EurasianRuffe,3,8,3,1
104320340, 104327405, 10, 0, 1,-1,EurasianRuffe,7,10,3,1
104335772, 104339452, 11, 0, 3,-1,RoundGoby,3,10,7,1
104349876, 104359547, 12, 1, 3,0,RoundGoby,7,12,7,1
104406812, 104416492, 13, 1, 2,2,YellowPerch,7,12,7,1
104425972, 104431755, 14, 0, 1,-1,EurasianRuffe,3,10,7,1
104438228, 104444699, 15, 1, 2,1,YellowPerch,7,10,3,1
104453292, 104455563, 16, 1, 3,1,YellowPerch,7,10,7,2
104507772, 104519036, 17, 1, 3,1,RoundGoby,3,10,7,1
104528316, 104537812, 18, 0, 3,-1,RoundGoby,7,12,3,1
104544892, 104553828, 19, 1, 3,1,RoundGoby,7,12,7,2
104602940, 104609236, 20, 0, 3,-1,RoundGoby,3,10,3,1
104616213, 104622820, 21, 1, 2,2,YellowPerch,3,12,3,1
104629301, 104635812, 22, 1, 3,0,RoundGoby,3,8,3,2
104643076, 104645052, 23, 1, 2,1,YellowPerch,3,10,7,1
104715381, 104722140, 24, 1, 3,1,RoundGoby,7,12,3,1
104738828, 104753140, 25, 0, 2,-1,YellowPerch,3,12,3,2
104800413, 104803652, 26, 0, 1,-1,EurasianRuffe,3,8,3,1
104810165, 104820540, 27, 1, 2,2,YellowPerch,3,12,3,2
104828029, 104833709, 28, 0, 3,-1,RoundGoby,3,8,3,2
104840629, 104848436, 29, 0, 1,-1,EurasianRuffe,7,10,7,1
104855100, 104857732, 30, 1, 1,0,EurasianRuffe,7,10,3,1
104906333, 104911469, 31, 1, 1,0,EurasianRuffe,3,8,7,2
104918149, 104925405, 32, 0, 3,-1,RoundGoby,3,8,7,2
104932012, 104939165, 33, 1, 1,1,EurasianRuffe,7,10,7,2
104945525, 104953972, 34, 0, 2,-1,RoundGoby,7,10,3,2
105000293, 105002381, 35, 0, 3,-1,RoundGoby,7,12,7,1
105008604, 105010301, 36, 0, 3,-1,RoundGoby,7,12,7,2
105016693, 105019404, 37, 0, 2,-1,YellowPerch,7,12,3,2
105025653, 105028685, 38, 1, 3,0,RoundGoby,3,8,7,2
105043333, 105045981, 39, 0, 2,-1,YellowPerch,7,12,7,1
105052652, 105054676, 40, 0, 1,-1,EurasianRuffe,7,12,3,2
105100853, 105103244, 41, 1, 1,1,EurasianRuffe,7,10,7,1
105116070, 105117604, 42, 0, 2,-1,YellowPerch,7,10,7,2
105124301, 105126148, 43, 1, 1,0,EurasianRuffe,3,10,7,1
105138764, 105149557, 44, 1, 3,1,RoundGoby,7,10,3,2
105155941, 105157645, 45, 0, 1,-1,EurasianRuffe,3,8,7,2
105203749, 105207716, 46, 0, 2,-1,YellowPerch,3,10,7,2
105213917, 105216101, 47, 0, 1,-1,EurasianRuffe,7,10,7,2
