Subject,Trial,Gaussian_Centroid,Standard_Deviation,Reaction_Time,Secondary_Task_Acc,Net_Cognitive_Load,Speed,Number_of_Fish,Turbidity,CameraDistance,Fish_Type
10,21,1,0.1,-1.3440131469427,-0.435642635968827,0.714140742013601,7,12,3,2,1
10,22,1,0.1,1.07536762020138,-0.435642635968827,0.884625195751034,3,8,7,1,0
10,23,1,0.1,-0.800437987571368,-0.435642635968827,1.43475929854886,3,8,3,1,1
10,24,1,0.1,-0.772159511072281,-0.435642635968827,-0.80760687193276,7,8,3,2,2
12,1,1,0.1,1.63379658227562,-0.0687084700658151,4.35456408081468,7,8,7,2,2
12,2,1,0.1,1.03887795843342,-0.0687084700658151,5.18822005009007,3,8,7,1,2
12,3,1,0.1,0.997957629809359,-0.0687084700658151,4.21195015446434,7,12,3,2,2
12,4,1,0.1,1.58343310089215,-0.0687084700658151,5.49470241339386,3,12,7,2,2
12,5,1,0.1,-0.558588716698391,-0.893210110855586,2.57053914176333,3,10,7,2,1
12,6,1,0.1,0.946020289632659,-0.0687084700658151,4.47789038154688,7,8,3,1,0
12,7,1,0.1,1.61018870037712,-0.0687084700658151,5.25923179187216,3,8,3,2,0
12,8,1,0.1,0.340084654237832,-0.0687084700658151,4.59985005584534,3,8,3,2,1
12,9,1,0.1,0.333789219064899,-0.0687084700658151,4.8495983886982,3,8,7,1,1
12,10,1,0.1,0.920838548940926,-0.893210110855586,5.0369788802432,7,10,3,1,2
12,11,1,0.1,0.90352610221536,2.4047964523035,4.53235434382407,3,12,3,1,1
12,12,1,0.1,-0.234373805292328,2.4047964523035,4.64669134218531,7,12,3,1,1
12,13,1,0.1,-1.11416087070975,-0.0687084700658151,4.22561484877903,7,8,3,2,1
12,14,1,0.1,-0.324083756506627,-0.0687084700658151,2.5098993347682,3,12,7,2,0
12,15,1,0.1,-0.621543068427724,-0.0687084700658151,3.74178505905924,7,8,7,2,0
12,16,1,0.1,0.417203735106265,-0.0687084700658151,3.8829123442265,3,12,3,2,2
12,17,1,0.1,-0.659315679465324,-0.893210110855586,4.4714390183583,3,10,3,1,2
12,18,1,0.1,-0.846604875860088,-0.893210110855586,1.90772736702236,3,10,3,1,0
12,19,1,0.1,-1.26997289123985,-0.893210110855586,2.39201165414605,7,10,7,2,1
12,20,1,0.1,-1.03074635466839,-0.893210110855586,2.28454985448994,3,10,7,1,0
12,21,1,0.1,-0.819849276375122,-0.893210110855586,1.1564970668559,7,10,7,1,1
12,22,1,0.1,-0.936314827074387,-0.0687084700658151,2.9123424355702,7,8,7,1,2
12,23,1,0.1,-0.99454760242402,2.4047964523035,3.60753040747298,7,12,7,1,0
12,24,1,0.1,-1.31561479624362,-0.0687084700658151,4.43138809187183,7,8,3,2,0
13,1,1,0.1,0.786978041941942,3.07487454701057,1.0998555145103,7,10,7,1,1
13,2,1,0.1,0.495618884396345,-0.229468249776909,0.124377775837247,3,8,3,1,1
13,3,1,0.1,-0.376146213974209,1.42270314861683,-0.388534000087974,3,12,7,1,0
13,4,1,0.1,0.958093737643324,-0.229468249776909,0.927056089908978,3,8,7,2,1
13,5,1,0.1,1.40669434529289,-0.229468249776909,1.18075094336345,7,12,3,1,2
13,6,1,0.1,0.810101784604291,-0.780192049241489,0.325750888267729,7,10,3,2,2
13,7,1,0.1,1.27951376064997,-0.780192049241489,-1.46982494892952,3,10,3,2,2
13,8,1,0.1,1.39744484822795,1.42270314861683,0.79313240214843,7,12,3,1,1
13,9,1,0.1,0.49793125866258,1.42270314861683,0.975218600589161,3,12,7,2,2
13,10,1,0.1,0.523367375591164,-0.780192049241489,-1.37115712184338,3,10,7,2,0
13,11,1,0.1,0.375375422552131,-0.229468249776909,0.627060640104678,7,12,3,1,0
13,12,1,0.1,1.19164353853305,-0.229468249776909,0.973212797967136,7,12,7,2,2
13,13,1,0.1,0.363813551220956,-0.229468249776909,1.12406832160621,3,8,3,2,0
13,14,1,0.1,-0.850182938552362,-0.780192049241489,-0.576669447524956,3,10,3,2,1
13,15,1,0.1,-1.11379360490314,-0.229468249776909,-0.582229060671703,3,8,3,1,2
13,16,1,0.1,0.449371399071647,-0.780192049241489,0.889928696232406,7,10,7,1,2
13,17,1,0.1,0.0886410135390041,-0.229468249776909,1.15141640410386,7,12,3,2,1
13,18,1,0.1,-1.7011366685268,-0.780192049241489,-0.91626238455718,3,10,3,1,0
13,19,1,0.1,-0.998174891591396,-0.229468249776909,1.01592217794591,7,8,7,1,0
13,20,1,0.1,-0.713752856844504,1.42270314861683,1.66694609080967,3,12,7,1,1
13,21,1,0.1,-1.05367187398103,-0.780192049241489,0.735625848430223,3,10,7,1,2
13,22,1,0.1,-1.33809390872792,-0.229468249776909,-0.97678233649852,7,12,7,2,1
13,23,1,0.1,-1.4490878735072,-0.780192049241489,-0.316906848536829,7,10,7,2,0
13,24,1,0.1,-1.03054813131868,-0.229468249776909,0.397039502016932,7,8,3,2,0
14,2,1,0.1,-0.315219554572394,-0.268182305786454,4.58226807908165,3,8,7,1,2
14,3,1,0.1,1.56452084710522,1.50182091240414,6.27997938252912,7,12,7,2,2
14,4,1,0.1,0.895953384652873,-0.858183378516652,5.53630853750859,7,10,3,1,1
14,10,1,0.1,-0.765083789141779,1.50182091240414,3.96102666818277,3,12,3,1,2
14,11,1,0.1,-0.994860598183372,-0.268182305786454,3.38299572763548,7,8,7,2,1
14,16,1,0.1,-0.456407714344939,-0.268182305786454,3.73958578466405,7,12,7,1,1
14,17,1,0.1,-0.665421558714099,-0.858183378516652,5.30435519720457,7,10,7,2,0
14,19,1,0.1,0.513914834680103,-0.268182305786454,6.56989998766282,7,8,3,2,2
14,20,1,0.1,-0.986555412314399,1.50182091240414,5.98044678175928,3,12,3,1,1
14,22,1,0.1,1.71262999510191,-0.858183378516652,4.59667451155306,7,10,3,1,0
14,24,1,0.1,-0.503470434269121,-0.858183378516652,4.61814909512456,7,10,7,1,2
15,1,1,0.1,1.08278858340077,-0.715491385636572,-1.97244489201623,3,8,7,2,2
15,2,1,0.1,0.64626485667867,0.946295058422562,-1.91964627403134,3,10,7,1,0
15,3,1,0.1,2.21932333135292,0.115401836392995,-0.618761043760017,3,12,3,2,0
15,4,1,0.1,1.31874735460191,0.115401836392995,-1.31064935689892,3,12,3,1,0
15,5,1,0.1,0.249067591823422,0.115401836392995,-3.58179779413277,7,12,7,1,1
15,6,1,0.1,2.44741681018068,-0.99245579297976,-0.357110156953671,3,10,3,1,2
15,7,1,0.1,-0.671171615861012,-0.715491385636572,-1.93886381120455,7,8,3,1,0
15,8,1,0.1,-0.710498077727868,2.6080815024817,-1.07255629394678,3,12,7,1,1
