Subject,Trial,Gaussian_Centroid,Standard_Deviation,Reaction_Time,Secondary_Task_Acc,Net_Cognitive_Load,Speed,Number_of_Fish,Turbidity,CameraDistance,Fish_Type
2,11,1,0.1,-0.0945487231575296,-0.420558293861036,0.0249812105060504,7,8,7,2,0
2,12,1,0.1,0.169820522176146,0.556222259622659,-0.0954765274268433,3,12,7,2,2
2,13,1,0.1,-0.989942179079322,1.53300281310635,0.0343876473112799,7,10,3,1,1
2,14,1,0.1,1.68050192408286,-0.420558293861036,0.232610583926984,3,8,7,2,1
2,15,1,0.1,-1.0607553697937,-0.746151811688934,0.0571732909472584,7,10,7,1,0
2,16,1,0.1,-0.612271828602644,-0.420558293861036,-0.166770123446874,3,12,3,2,2
2,17,1,0.1,0.475104055478128,0.556222259622659,0.138841737340776,3,8,3,2,1
2,18,1,0.1,-0.115005867141683,-0.420558293861036,-0.255190008090421,3,12,3,1,2
2,19,1,0.1,-0.706689416221813,0.556222259622659,-0.106311158829616,3,12,7,1,1
2,20,1,0.1,-1.42268945566718,-0.746151811688934,-0.538377715901673,3,10,7,2,0
2,21,1,0.1,-0.635876225507436,-0.420558293861036,-0.137091521084092,7,12,3,2,1
2,22,1,0.1,-1.38649604707984,-0.420558293861036,0.244964801432436,3,8,7,1,0
2,23,1,0.1,-1.20080812476213,-0.420558293861036,0.238573362570814,3,8,3,1,1
2,24,1,0.1,-1.25903230379396,-0.420558293861036,0.261548359779606,7,8,3,2,2
3,1,1,0.1,3.2587883326523,-0.313103974450949,-0.549799731545328,7,8,3,2,0
3,2,1,0.1,0.338950201642425,1.29714503701107,1.20563268173279,3,8,3,1,0
3,3,1,0.1,0.773530760676452,-0.313103974450949,-0.486428262294863,3,8,7,2,2
3,4,1,0.1,-0.231436782089736,1.29714503701107,3.50688379532282,7,8,3,1,1
3,5,1,0.1,-0.557372201365257,-0.313103974450949,-0.492659821751063,7,8,7,1,1
3,6,1,0.1,-0.163533569740669,2.90739404847309,0.896399945695867,7,10,7,2,1
3,7,1,0.1,-0.38761417049259,-0.849853644938288,2.40696371780864,7,10,3,1,2
3,8,1,0.1,-0.28575935196899,1.29714503701107,0.524867412366863,7,8,7,2,0
3,9,1,0.1,-0.143162606035949,1.29714503701107,0.752468241603933,3,12,7,1,1
3,10,1,0.1,-0.808614087056804,-0.849853644938288,1.85152897566438,7,10,3,2,2
3,11,1,0.1,-0.964791475459657,-0.849853644938288,0.381732141316773,3,10,7,1,0
3,12,1,0.1,-0.849356014466244,1.29714503701107,0.907950475204861,3,12,3,1,1
3,13,1,0.1,-0.50983995272091,-0.313103974450949,-0.959971999012486,3,12,7,2,0
3,14,1,0.1,0.522288874984905,-0.849853644938288,0.144393833962077,3,10,3,2,2
3,15,1,0.1,-0.910468905580404,-0.849853644938288,0.0471129625039654,7,10,3,2,1
3,16,1,0.1,-0.217856139619923,-0.313103974450949,-0.126910632521981,3,8,3,1,2
3,17,1,0.1,-0.231436782089736,-0.313103974450949,0.61969481353975,7,8,3,1,0
3,18,1,0.1,0.0605470310112509,-0.313103974450949,-0.980726986296924,3,8,3,2,0
3,19,1,0.1,0.0130147823669042,-0.313103974450949,0.696174691492984,3,8,7,1,2
3,20,1,0.1,0.705627548327385,-0.313103974450949,1.10129343805641,7,12,7,2,2
3,21,1,0.1,0.352530844112238,-0.313103974450949,-0.605417083239317,3,12,7,2,1
3,22,1,0.1,2.17233693506723,-0.849853644938288,-0.361572827570072,3,10,3,2,1
3,23,1,0.1,-1.10059790015779,-0.849853644938288,1.58142977699113,7,10,7,1,2
3,24,1,0.1,-0.83577537199643,-0.313103974450949,-0.583213740968404,7,12,7,1,0
4,1,1,0.1,-0.00888346395525166,-0.0591726335413945,-0.436854730260306,3,8,7,2,1
4,2,1,0.1,2.30747976237662,-0.0591726335413945,-0.279702295712195,7,12,7,2,1
4,3,1,0.1,1.46799241860534,-0.0591726335413945,0.195332428231445,3,8,3,2,2
4,4,1,0.1,0.81505781789434,-0.0591726335413945,-0.0837875856816749,7,8,7,1,1
4,5,1,0.1,0.370884620131757,-0.68048528572603,0.106652387603069,7,10,3,1,2
4,6,1,0.1,0.0954972375189553,3.66870327956642,0.43404493514063,7,10,3,1,1
4,7,1,0.1,-0.144356289272839,-0.68048528572603,0.42959352160042,3,10,3,1,2
4,9,1,0.1,-1.33029872729894,-0.0591726335413945,-0.25985427338489,7,8,3,2,0
4,10,1,0.1,-1.01271489089869,-0.0591726335413945,0.165812715098815,7,8,3,2,1
4,11,1,0.1,-0.424185403863267,-0.68048528572603,-0.446850931435053,3,10,3,2,0
4,12,1,0.1,0.21320313492604,-0.0591726335413945,0.213732722274168,7,8,7,1,2
4,13,1,0.1,-0.684026724554378,-0.68048528572603,-0.20820106669122,3,10,7,1,1
4,14,1,0.1,-0.746210972241139,-0.68048528572603,0.13540514319832,7,10,3,2,2
4,15,1,0.1,0.470823589628338,1.80476532301251,-0.114192098837389,3,12,3,1,1
4,16,1,0.1,0.262062186679924,-0.68048528572603,-0.57853441524505,3,10,3,2,1
4,17,1,0.1,0.981622767055308,-0.0591726335413945,-0.128084399882336,7,8,7,2,0
4,19,1,0.1,-1.1348625202834,-0.0591726335413945,-0.286233982125039,3,12,7,1,2
4,21,1,0.1,1.17927984005966,-0.68048528572603,-0.0905146645674556,3,10,3,1,0
4,22,1,0.1,-1.33029872729894,-0.0591726335413945,-0.231144479727686,7,8,7,2,2
4,23,1,0.1,0.0444173197762583,-0.0591726335413945,-0.0969755208153793,3,12,7,1,0
4,24,1,0.1,-1.3924829749857,-0.0591726335413945,0.967467193323796,3,12,7,2,2
5,1,1,0.1,2.16756348179368,-0.395008187929654,-0.103413660730381,7,8,7,2,2
5,2,1,0.1,1.08347567432217,-0.395008187929654,0.0850309221178507,3,8,7,1,2
5,3,1,0.1,0.18792487684571,-0.395008187929654,-0.594351244306574,7,12,3,2,2
5,4,1,0.1,-0.532555839921067,0.371772412169085,-0.578122477015893,3,12,7,2,2
5,5,1,0.1,1.28547961360258,-0.6506017212959,0.265807445818332,3,10,7,2,1
5,7,1,0.1,0.807403623972285,-0.395008187929654,0.396498644085507,3,8,3,2,0
5,9,1,0.1,0.120590230418908,-0.395008187929654,-0.732922750447159,3,8,7,1,1
