ExptStartTime, ExptEndTime
153920085,154958755
Time Start, Time Answer, Trial#, Trial Type, User Type1 Response, User Type2 Response, Species, Speed, Count, Fog, Zoom 

154059152, 154102485, 0, 0, 2,-1,YellowPerch,3,8,7,2
154109316, 154113532, 1, 1, 3,1,YellowPerch,3,10,3,1
154125085, 154129021, 2, 1, 2,0,YellowPerch,3,8,7,2
154139133, 154141916, 3, 0, 1,-1,EurasianRuffe,3,10,7,1
154148692, 154151372, 4, 1, 2,0,RoundGoby,7,8,3,1
154200453, 154203612, 5, 0, 3,-1,EurasianRuffe,3,12,3,2
154211500, 154214932, 6, 0, 1,-1,EurasianRuffe,3,12,3,1
154221637, 154223916, 7, 1, 2,1,YellowPerch,3,12,3,2
154234653, 154236836, 8, 1, 1,0,EurasianRuffe,7,8,3,1
154244901, 154247436, 9, 0, 2,-1,RoundGoby,7,12,7,1
154254053, 154255508, 10, 1, 2,0,YellowPerch,7,8,7,1
154303836, 154308468, 11, 0, 2,-1,YellowPerch,3,10,3,1
154315126, 154316661, 12, 0, 3,-1,EurasianRuffe,7,8,3,1
154323285, 154325028, 13, 1, 3,0,EurasianRuffe,7,10,3,2
154333670, 154336189, 14, 1, 3,0,EurasianRuffe,7,8,7,2
154344077, 154345948, 15, 1, 2,1,YellowPerch,7,12,3,2
154357278, 154359020, 16, 0, 1,-1,RoundGoby,3,12,7,1
154405405, 154407428, 17, 1, 3,0,RoundGoby,3,8,3,2
154416109, 154419540, 18, 0, 2,-1,YellowPerch,3,8,7,1
154425877, 154427821, 19, 0, 3,-1,EurasianRuffe,7,10,3,2
154434645, 154437061, 20, 0, 3,-1,EurasianRuffe,3,8,7,2
154443405, 154447564, 21, 1, 1,1,RoundGoby,3,12,7,2
154455470, 154457085, 22, 1, 2,0,YellowPerch,7,8,3,1
154504741, 154507557, 23, 0, 2,-1,YellowPerch,7,8,3,1
154524493, 154526877, 24, 0, 1,-1,YellowPerch,7,8,7,1
154533525, 154536149, 25, 1, 1,0,EurasianRuffe,3,10,7,1
154544765, 154549381, 26, 1, 1,1,EurasianRuffe,3,12,3,1
154556741, 154558517, 27, 1, 1,0,EurasianRuffe,7,8,7,1
154605525, 154607453, 28, 1, 2,0,YellowPerch,3,8,7,1
154615477, 154617372, 29, 1, 1,0,RoundGoby,3,12,7,1
154624981, 154626381, 30, 0, 2,-1,YellowPerch,3,12,3,2
154632653, 154634012, 31, 0, 2,-1,YellowPerch,7,12,3,2
154640101, 154641549, 32, 1, 3,1,EurasianRuffe,3,12,3,2
154649341, 154651589, 33, 1, 1,0,RoundGoby,7,8,3,2
154658846, 154700764, 34, 0, 1,-1,RoundGoby,3,12,7,2
154706806, 154708173, 35, 1, 1,1,RoundGoby,7,12,7,1
154717437, 154719165, 36, 0, 1,-1,RoundGoby,3,12,3,1
154725765, 154727181, 37, 0, 2,-1,YellowPerch,7,12,7,2
154733525, 154735621, 38, 0, 3,-1,EurasianRuffe,7,8,7,2
154742005, 154743885, 39, 0, 1,-1,RoundGoby,7,8,3,2
154750157, 154751725, 40, 1, 2,1,YellowPerch,7,12,7,2
154759006, 154800765, 41, 1, 1,0,RoundGoby,7,10,7,2
154808006, 154809765, 42, 0, 1,-1,RoundGoby,3,8,3,2
154816175, 154818181, 43, 0, 1,-1,RoundGoby,7,10,7,2
154824029, 154825685, 44, 1, 3,0,EurasianRuffe,3,8,7,2
154834197, 154835829, 45, 0, 1,-1,RoundGoby,7,8,3,1
154842189, 154843677, 46, 0, 3,-1,EurasianRuffe,7,8,7,1
154849997, 154852157, 47, 1, 1,0,RoundGoby,3,12,3,1
